id,SALE PRICE
train0,315000.0
train1,995000.0
train2,627500.0
train3,3200000.0
train4,440000.0
train5,515000.0
train6,465000.0
train7,500000.0
train8,530000.0
train9,308700.0
train10,900000.0
train11,505000.0
train12,750000.0
train13,350000.0
train14,410000.0
train15,6550000.0
train16,500.0
train17,275000.0
train18,680000.0
train19,150000.0
train20,602000.0
train21,1830758.0
train22,220000.0
train23,1150000.0
train24,449000.0
train25,950000.0
train26,842456.0
train27,415740.0
train28,304000.0
train29,1090000.0
train30,815000.0
train31,647500.0
train32,660000.0
train33,650000.0
train34,1090000.0
train35,600000.0
train36,660000.0
train37,450000.0
train38,338000.0
train39,1230000.0
train40,780000.0
train41,300000.0
train42,1975000.0
train43,710000.0
train44,320000.0
train45,320000.0
train46,761000.0
train47,470000.0
train48,6000000.0
train49,1282995.0
train50,2800.0
train51,1115000.0
train52,775000.0
train53,15800000.0
train54,247500.0
train55,975000.0
train56,805000.0
train57,715000.0
train58,1180000.0
train59,725000.0
train60,250000.0
train61,750000.0
train62,1850000.0
train63,440000.0
train64,860000.0
train65,905000.0
train66,100.0
train67,677000.0
train68,1313542.0
train69,350000.0
train70,980000.0
train71,85000.0
train72,920000.0
train73,925000.0
train74,600000.0
train75,630000.0
train76,157000.0
train77,865000.0
train78,730000.0
train79,500000.0
train80,715000.0
train81,512000.0
train82,370000.0
train83,281250.0
train84,245000.0
train85,260000.0
train86,340000.0
train87,635000.0
train88,1010000.0
train89,220000.0
train90,689000.0
train91,878000.0
train92,6000000.0
train93,1800000.0
train94,350000.0
train95,950000.0
train96,824782.0
train97,425000.0
train98,480000.0
train99,745000.0
train100,300000.0
train101,900000.0
train102,840000.0
train103,826819.0
train104,210000.0
train105,2314482.0
train106,510000.0
train107,313627.0
train108,950000.0
train109,815000.0
train110,1075000.0
train111,515790.0
train112,998620.0
train113,720000.0
train114,124725.0
train115,1500000.0
train116,973000.0
train117,1040000.0
train118,978000.0
train119,210000.0
train120,941881.0
train121,1150000.0
train122,349000.0
train123,10.0
train124,698298.0
train125,720000.0
train126,300000.0
train127,450000.0
train128,180000.0
train129,995000.0
train130,657000.0
train131,535000.0
train132,339000.0
train133,232000.0
train134,804910.0
train135,366000.0
train136,1200000.0
train137,2800000.0
train138,750000.0
train139,357500.0
train140,940000.0
train141,565000.0
train142,3295000.0
train143,10.0
train144,485000.0
train145,610000.0
train146,499900.0
train147,299000.0
train148,185000.0
train149,1975000.0
train150,450000.0
train151,6000000.0
train152,207150.0
train153,25000000.0
train154,190000.0
train155,915000.0
train156,467500.0
train157,615000.0
train158,2000.0
train159,420000.0
train160,420000.0
train161,253500.0
train162,575000.0
train163,1260000.0
train164,880000.0
train165,10.0
train166,629000.0
train167,5000.0
train168,125000.0
train169,10.0
train170,660000.0
train171,1135000.0
train172,580000.0
train173,840000.0
train174,1175000.0
train175,2600000.0
train176,410000.0
train177,680000.0
train178,730000.0
train179,144000.0
train180,525000.0
train181,650000.0
train182,980000.0
train183,900000.0
train184,165000.0
train185,3276673.0
train186,1580000.0
train187,10.0
train188,1250000.0
train189,1666637.0
train190,520000.0
train191,164000.0
train192,620000.0
train193,1100000.0
train194,710000.0
train195,990000.0
train196,537500.0
train197,2300000.0
train198,1685000.0
train199,1512500.0
train200,2000000.0
train201,18000000.0
train202,390000.0
train203,540000.0
train204,390000.0
train205,30420.0
train206,600000.0
train207,720000.0
train208,650000.0
train209,2500000.0
train210,735000.0
train211,1770000.0
train212,950000.0
train213,292500.0
train214,440000.0
train215,940000.0
train216,665000.0
train217,1085250.0
train218,350000.0
train219,990000.0
train220,936000.0
train221,410000.0
train222,843000.0
train223,687318.0
train224,225000.0
train225,980000.0
train226,65000.0
train227,800000.0
train228,695000.0
train229,320000.0
train230,925000.0
train231,270000.0
train232,1650000.0
train233,122000.0
train234,2647450.0
train235,591000.0
train236,405000.0
train237,189000.0
train238,1870000.0
train239,344000.0
train240,425000.0
train241,523950.0
train242,574500.0
train243,325000.0
train244,330000.0
train245,639000.0
train246,1050000.0
train247,380000.0
train248,478500.0
train249,355500.0
train250,1425000.0
train251,381520.0
train252,265000.0
train253,1100000.0
train254,555000.0
train255,445000.0
train256,1030000.0
train257,950000.0
train258,385000.0
train259,715000.0
train260,324480.0
train261,1300000.0
train262,491000.0
train263,560000.0
train264,1480000.0
train265,405600.0
train266,570000.0
train267,11600000.0
train268,1865000.0
train269,10.0
train270,630000.0
train271,400000.0
train272,8250000.0
train273,365000.0
train274,345000.0
train275,554000.0
train276,128808.0
train277,361000.0
train278,201746.0
train279,399000.0
train280,367195.0
train281,143000.0
train282,2050000.0
train283,380000.0
train284,850000.0
train285,4400000.0
train286,615000.0
train287,705000.0
train288,1232500.0
train289,2450000.0
train290,410000.0
train291,2800000.0
train292,570000.0
train293,389850.0
train294,810000.0
train295,1615000.0
train296,225000.0
train297,2450000.0
train298,995000.0
train299,1180000.0
train300,932004.0
train301,172000.0
train302,384000.0
train303,545000.0
train304,27800000.0
train305,975000.0
train306,1475000.0
train307,570000.0
train308,425000.0
train309,646059.0
train310,340000.0
train311,290000.0
train312,925000.0
train313,430000.0
train314,366000.0
train315,440000.0
train316,850000.0
train317,800000.0
train318,1550500.0
train319,7000000.0
train320,600000.0
train321,220000.0
train322,170992.0
train323,300000.0
train324,430000.0
train325,1700000.0
train326,1390000.0
train327,800000.0
train328,205000.0
train329,550000.0
train330,950000.0
train331,440000.0
train332,475000.0
train333,540000.0
train334,935000.0
train335,565000.0
train336,899000.0
train337,366000.0
train338,2200000.0
train339,720000.0
train340,753505.0
train341,625000.0
train342,750000.0
train343,920000.0
train344,62868.0
train345,880000.0
train346,375000.0
train347,333000.0
train348,660000.0
train349,1100000.0
train350,855000.0
train351,120000.0
train352,250000.0
train353,415740.0
train354,500.0
train355,968500.0
train356,400000.0
train357,725000.0
train358,1250000.0
train359,419666.0
train360,354900.0
train361,995000.0
train362,650000.0
train363,299900.0
train364,75000.0
train365,271959.0
train366,460000.0
train367,300000.0
train368,1520000.0
train369,575000.0
train370,399000.0
train371,1400000.0
train372,593750.0
train373,425000.0
train374,1750000.0
train375,1110000.0
train376,150000.0
train377,323000.0
train378,65000.0
train379,475000.0
train380,790000.0
train381,245000.0
train382,390000.0
train383,1920000.0
train384,860000.0
train385,1000000.0
train386,67451.0
train387,343000.0
train388,550000.0
train389,1060000.0
train390,903166.0
train391,253399.0
train392,475000.0
train393,1450000.0
train394,495000.0
train395,916500.0
train396,550000.0
train397,108000000.0
train398,860000.0
train399,580000.0
train400,430000.0
train401,345000.0
train402,1325000.0
train403,1250000.0
train404,893000.0
train405,519307.0
train406,225000.0
train407,609000.0
train408,3.0
train409,24000.0
train410,470000.0
train411,675000.0
train412,788000.0
train413,962246.0
train414,770000.0
train415,495000.0
train416,480000.0
train417,503000.0
train418,2600000.0
train419,1100000.0
train420,702592.0
train421,454950.0
train422,530000.0
train423,700000.0
train424,400000.0
train425,485000.0
train426,557500.0
train427,1392966.0
train428,1385000.0
